Protein Type	Protein Names	File Name	Accession ID	Hit Number	Hit ID	Hit Length	Species	Query Definition	Hsp Bit Score	Hsp Score	Hsp E-value	Identity	Positives	Gaps	Hsp Qseq	Hsp Hseq	Database
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	215	MCJ1352629.1	394	Icmadophila ericetorum	>MCJ1352629.1 Peroxisomal membrane protein pex16 [Icmadophila ericetorum]	N/A	115	3.00E-26	27.79	183/367	53/367	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	216	KAJ2479352.1	362	Coemansia sp. RSA 2131	>KAJ2479352.1 hypothetical protein IWW56_003147 [Coemansia sp. RSA 2131]	N/A	115	3.00E-26	27.1	164/369	53/369	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	217	KAJ1723184.1	376	Coemansia erecta	>KAJ1723184.1 hypothetical protein LPJ53_002446 [Coemansia erecta]	N/A	115	4.00E-26	27.76	174/389	79/389	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	218	KAJ3235558.1	1209	Chytriomyces hyalinus	>KAJ3235558.1 Peroxisomal membrane protein pex16 [Chytriomyces hyalinus]	N/A	118	4.00E-26	27.89	169/355	48/355	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	219	KAI9094401.1	379	Phlyctochytrium arcticum	>KAI9094401.1 peroxisome membrane protein [Phlyctochytrium arcticum]	N/A	115	4.00E-26	25.92	175/382	69/382	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	220	XP_043132373.1	391	Aspergillus chevalieri	>XP_043132373.1 peroxisomal membrane protein Pex16 [Aspergillus chevalieri]	N/A	115	4.00E-26	27.17	177/368	61/368	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	221	XP_056817896.1	381	Penicillium maclennaniae	>XP_056817896.1 Peroxisome membrane protein Pex16 [Penicillium maclennaniae]	N/A	115	5.00E-26	27.17	179/368	61/368	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	222	KAJ1892295.1	362	Kickxella alabastrina	>KAJ1892295.1 hypothetical protein LPJ66_006430 [Kickxella alabastrina]	N/A	114	7.00E-26	29.4	165/364	47/364	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	223	KAG2175709.1	385	Umbelopsis isabellina	>KAG2175709.1 hypothetical protein INT43_001356 [Umbelopsis isabellina]	N/A	114	7.00E-26	26.37	181/383	64/383	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	224	KAJ2498285.1	360	Coemansia sp. RSA 1972	>KAJ2498285.1 hypothetical protein GGH96_004434 [Coemansia sp. RSA 1972]	N/A	114	8.00E-26	26.85	165/365	47/365	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	225	XP_022406130.1	391	Aspergillus glaucus CBS	>XP_022406130.1 hypothetical protein ASPGLDRAFT_244578 [Aspergillus glaucus CBS	N/A	114	8.00E-26	27.17	177/368	61/368	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	226	KAJ2589620.1	370	Coemansia sp. RSA 1722	>KAJ2589620.1 hypothetical protein H4R99_007397 [Coemansia sp. RSA 1722]	N/A	114	9.00E-26	27.42	165/372	51/372	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	227	KAH8548978.1	376	Umbelopsis sp. PMI_123	>KAH8548978.1 peroxisome membrane protein [Umbelopsis sp. PMI_123]	N/A	114	1.00E-25	25.27	173/372	51/372	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	228	KAJ2963545.1	385	Umbelopsis isabellina	>KAJ2963545.1 hypothetical protein NQZ79_g1419 [Umbelopsis isabellina]	N/A	114	1.00E-25	26.89	182/383	64/383	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	229	KAJ2604535.1	370	Coemansia sp. RSA 1722	>KAJ2604535.1 hypothetical protein H4R99_001742 [Coemansia sp. RSA 1722]	N/A	113	2.00E-25	27.57	165/370	47/370	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	230	KAJ2159454.1	365	Coemansia sp. RSA 552	>KAJ2159454.1 hypothetical protein GGF46_002998 [Coemansia sp. RSA 552]	N/A	113	2.00E-25	28.34	170/367	46/367	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	231	XP_024683111.1	382	Aspergillus novofumigatus	>XP_024683111.1 peroxisomal membrane protein pex16 [Aspergillus novofumigatus	N/A	113	2.00E-25	28.69	173/366	57/366	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	232	KAJ1951861.1	343	Linderina pennispora	">KAJ1951861.1 hypothetical protein EC988_003865, partial [Linderina pennispora]"	N/A	112	3.00E-25	31.45	161/337	48/337	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	233	RCH88788.1	516	Rhizopus azygosporus	>RCH88788.1 Peroxisomal membrane protein pex16 [Rhizopus azygosporus]	N/A	114	3.00E-25	26.84	171/339	36/339	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	234	KAI7880335.1	376	Lichtheimia hyalospora FSU 10163	>KAI7880335.1 peroxisome membrane protein [Lichtheimia hyalospora FSU 10163]	N/A	112	3.00E-25	27.76	169/371	49/371	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	235	XP_040643246.1	391	Aspergillus ruber CBS 135680	>XP_040643246.1 peroxin [Aspergillus ruber CBS 135680]	N/A	113	4.00E-25	26.9	176/368	61/368	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	236	CAG8441496.1	383	Ambispora gerdemannii	>CAG8441496.1 13517_t:CDS:2 [Ambispora gerdemannii]	N/A	112	5.00E-25	23.51	163/387	74/387	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	237	KAG8624011.1	382	Elsinoe batatas	>KAG8624011.1 hypothetical protein KVT40_008987 [Elsinoe batatas]	N/A	112	5.00E-25	27.17	180/368	55/368	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	238	KAJ9049917.1	360	Entomophthora muscae	>KAJ9049917.1 hypothetical protein DSO57_1019537 [Entomophthora muscae]	N/A	112	6.00E-25	26.94	171/360	53/360	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	239	CDS06887.1	376	Lichtheimia ramosa	>CDS06887.1 hypothetical protein LRAMOSA09411 [Lichtheimia ramosa]	N/A	112	6.00E-25	27.76	170/371	49/371	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	240	KAJ2785394.1	370	Coemansia interrupta	>KAJ2785394.1 hypothetical protein GGI15_001946 [Coemansia interrupta]	N/A	111	8.00E-25	28.53	172/375	57/375	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	241	KAJ3146060.1	361	Geranomyces michiganensis	>KAJ3146060.1 Peroxisomal membrane protein pex16 [Geranomyces michiganensis]	N/A	111	8.00E-25	27.2	169/364	41/364	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	242	XP_011118742.1	373	Orbilia oligospora ATCC	>XP_011118742.1 hypothetical protein AOL_s00007g540 [Orbilia oligospora ATCC	N/A	111	1.00E-24	27.5	182/360	49/360	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	243	CAG8518042.1	357	Paraglomus brasilianum	>CAG8518042.1 5923_t:CDS:2 [Paraglomus brasilianum]	N/A	111	1.00E-24	23.56	167/365	55/365	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	244	KAK6514120.1	373	Arthrobotrys conoides	">KAK6514120.1 Peroxisomal membrane protein pex16, variant 2 [Arthrobotrys conoides]"	N/A	111	1.00E-24	27.15	183/361	51/361	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	245	KAF3079302.1	373	Orbilia oligospora	">KAF3079302.1 Peroxisomal membrane protein pex16, variant 2 [Orbilia oligospora]"	N/A	110	1.00E-24	27.5	182/360	49/360	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	246	GAN01043.1	387	Mucor ambiguus	>GAN01043.1 peroxisomal membrane protein pex16 [Mucor ambiguus]	N/A	111	2.00E-24	25.32	183/395	72/395	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	247	KAF2491777.1	383	Lophium mytilinum	>KAF2491777.1 peroxisomal membrane protein pex16 [Lophium mytilinum]	N/A	111	2.00E-24	28.3	174/364	53/364	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	248	KAI8325348.1	353	Martensiomyces pterosporus	">KAI8325348.1 peroxisome membrane protein, partial [Martensiomyces pterosporus]"	N/A	110	2.00E-24	27.14	158/339	53/339	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	249	XP_040684408.1	1133	Aspergillus wentii	>XP_040684408.1 uncharacterized protein ASPWEDRAFT_121192 [Aspergillus wentii	N/A	113	2.00E-24	28.49	179/365	55/365	Query	Subject	Fungal
Structural	PEX16	Q9Y5Y5_blastp_results.txt	Q9Y5Y5	250	CDH60691.1	377	Lichtheimia corymbifera JMRC:FSU:9682	>CDH60691.1 peroxisomal membrane protein pex16 [Lichtheimia corymbifera JMRC:FSU:9682]	N/A	110	2.00E-24	27.15	169/372	50/372	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	1	KAI0059631.1	307	Artomyces pyxidatus	>KAI0059631.1 mitochondrial carrier [Artomyces pyxidatus]	N/A	188	6.00E-55	35.71	166/294	20/294	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	2	KAJ2147585.1	308	Coemansia sp. RSA 678	>KAJ2147585.1 hypothetical protein IW136_000056 [Coemansia sp. RSA 678]	N/A	184	2.00E-53	35.74	169/291	13/291	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	3	KAJ1754125.1	308	Coemansia sp. RSA 1591	>KAJ1754125.1 hypothetical protein LPJ58_004807 [Coemansia sp. RSA 1591]	N/A	184	2.00E-53	35.74	169/291	13/291	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	4	KAJ1803656.1	308	Coemansia sp. RSA 2523	>KAJ1803656.1 hypothetical protein LPJ77_005152 [Coemansia sp. RSA 2523]	N/A	184	2.00E-53	35.74	169/291	13/291	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	5	KAJ1859084.1	308	Coemansia sp. RSA 638	>KAJ1859084.1 hypothetical protein LPJ76_000476 [Coemansia sp. RSA 638]	N/A	184	2.00E-53	35.74	169/291	13/291	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	6	KAJ2845326.1	310	Coemansia erecta	>KAJ2845326.1 hypothetical protein J3B02_004712 [Coemansia erecta]	N/A	184	2.00E-53	35.88	176/301	15/301	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	7	KAJ2102120.1	304	Coemansia sp. RSA 922	>KAJ2102120.1 hypothetical protein IW146_009178 [Coemansia sp. RSA 922]	N/A	184	3.00E-53	36.52	174/293	21/293	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	8	KAJ1645062.1	310	Coemansia asiatica	>KAJ1645062.1 hypothetical protein LPJ64_003321 [Coemansia asiatica]	N/A	184	4.00E-53	35.88	176/301	15/301	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	9	KAJ1849797.1	308	Coemansia sp. RSA 486	>KAJ1849797.1 hypothetical protein LPJ57_008299 [Coemansia sp. RSA 486]	N/A	183	6.00E-53	34.78	171/299	13/299	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	10	KAI9292401.1	305	Neoconidiobolus thromboides FSU 785	>KAI9292401.1 mitochondrial carrier [Neoconidiobolus thromboides FSU 785]	N/A	183	6.00E-53	38.98	166/295	18/295	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	11	KAJ2657155.1	311	Coemansia sp. RSA 1200	>KAJ2657155.1 hypothetical protein IWW48_004632 [Coemansia sp. RSA 1200]	N/A	182	1.00E-52	36.96	179/303	18/303	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	12	KAJ1826587.1	308	Coemansia sp. RSA 2599	>KAJ1826587.1 hypothetical protein LPJ56_002102 [Coemansia sp. RSA 2599]	N/A	182	1.00E-52	35.12	171/299	13/299	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	13	KAJ1817430.1	308	Coemansia sp. RSA 2598	>KAJ1817430.1 hypothetical protein LPJ75_001716 [Coemansia sp. RSA 2598]	N/A	182	2.00E-52	35.12	170/299	13/299	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	14	KAJ1728742.1	313	Coemansia sp. Benny D160-2	>KAJ1728742.1 hypothetical protein LPJ72_005325 [Coemansia sp. Benny D160-2]	N/A	182	2.00E-52	36.39	179/305	20/305	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	15	KAJ1964297.1	308	Dipsacomyces acuminosporus	>KAJ1964297.1 hypothetical protein GGI12_001529 [Dipsacomyces acuminosporus]	N/A	182	2.00E-52	35.37	180/311	22/311	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	16	KAJ2700970.1	308	Coemansia sp. IMI 203386	>KAJ2700970.1 hypothetical protein FB645_004821 [Coemansia sp. IMI 203386]	N/A	182	2.00E-52	34.78	170/299	13/299	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	17	KAI0717964.1	312	Fomitopsis betulina	>KAI0717964.1 mitochondrial carrier [Fomitopsis betulina]	N/A	182	3.00E-52	33.66	168/309	26/309	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	18	KAJ1850140.1	308	Coemansia sp. RSA 486	>KAJ1850140.1 hypothetical protein LPJ57_008251 [Coemansia sp. RSA 486]	N/A	181	3.00E-52	34.78	170/299	13/299	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	19	KAJ2514137.1	313	Coemansia sp. RSA 2049	>KAJ2514137.1 hypothetical protein GGI11_004184 [Coemansia sp. RSA 2049]	N/A	182	3.00E-52	36.39	179/305	20/305	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	20	XP_040743157.1	306	Linderina pennispora	>XP_040743157.1 mitochondrial carrier [Linderina pennispora]	N/A	181	3.00E-52	35.43	175/302	20/302	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	21	KAJ1941664.1	306	Linderina pennispora	>KAJ1941664.1 hypothetical protein EC988_006700 [Linderina pennispora]	N/A	181	5.00E-52	35.43	175/302	20/302	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	22	KAI9503788.1	313	Coemansia spiralis	>KAI9503788.1 mitochondrial carrier domain-containing protein [Coemansia spiralis]	N/A	181	6.00E-52	37.16	173/296	18/296	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	23	KAH9256284.1	297	Batrachochytrium salamandrivorans	>KAH9256284.1 hypothetical protein BASA81_005505 [Batrachochytrium salamandrivorans]	N/A	180	8.00E-52	36.58	160/298	43/298	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	24	KAJ2511560.1	311	Coemansia sp. RSA 1939	>KAJ2511560.1 hypothetical protein H4217_007323 [Coemansia sp. RSA 1939]	N/A	180	9.00E-52	36.81	180/307	26/307	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	25	KAI8321571.1	308	Martensiomyces pterosporus	>KAI8321571.1 mitochondrial carrier [Martensiomyces pterosporus]	N/A	180	1.00E-51	36.95	171/295	20/295	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	26	KAJ2393474.1	310	Coemansia sp. RSA 2559	>KAJ2393474.1 hypothetical protein GGI23_005034 [Coemansia sp. RSA 2559]	N/A	180	1.00E-51	35.84	169/293	15/293	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	27	KAJ1795907.1	310	Coemansia sp. RSA 2399	>KAJ1795907.1 hypothetical protein LPJ59_004071 [Coemansia sp. RSA 2399]	N/A	179	2.00E-51	35.84	168/293	15/293	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	28	XP_019024339.1	308	Saitoella complicata NRRL Y-17804	>XP_019024339.1 mitochondrial carrier [Saitoella complicata NRRL Y-17804]	N/A	179	2.00E-51	37.07	166/294	22/294	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	29	EPT00799.1	312	Fomitopsis schrenkii	>EPT00799.1 hypothetical protein FOMPIDRAFT_1162515 [Fomitopsis schrenkii]	N/A	179	3.00E-51	33.44	167/311	30/311	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	30	PPR05083.1	310	Gymnopilus dilepis	>PPR05083.1 hypothetical protein CVT26_012606 [Gymnopilus dilepis]	N/A	178	7.00E-51	34.12	163/296	27/296	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	31	CAG8807624.1	311	Gigaspora margarita	">CAG8807624.1 13623_t:CDS:2, partial [Gigaspora margarita]"	N/A	178	8.00E-51	36.21	165/301	21/301	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	32	KZT70317.1	311	Daedalea quercina L-15889	>KZT70317.1 mitochondrial carrier [Daedalea quercina L-15889]	N/A	177	1.00E-50	34.31	170/306	32/306	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	33	KAK9720064.1	302	Basidiobolus ranarum	>KAK9720064.1 hypothetical protein K7432_004390 [Basidiobolus ranarum]	N/A	177	1.00E-50	34.98	172/303	14/303	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	34	KAJ1663037.1	318	Coemansia sp. RSA 1646	>KAJ1663037.1 hypothetical protein EV178_005340 [Coemansia sp. RSA 1646]	N/A	177	2.00E-50	34.3	174/309	23/309	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	35	KAF0524961.1	314	Gigaspora margarita	>KAF0524961.1 mitochondrial carrier [Gigaspora margarita]	N/A	176	3.00E-50	35.18	168/307	21/307	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	36	RIB19124.1	314	Gigaspora rosea	>RIB19124.1 mitochondrial carrier domain-containing protein [Gigaspora rosea]	N/A	176	3.00E-50	35.18	168/307	21/307	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	37	KAJ2537443.1	292	Coemansia sp. RSA	">KAJ2537443.1 hypothetical protein EV175_006724, partial [Coemansia sp. RSA"	N/A	176	4.00E-50	34.93	168/292	14/292	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	38	OMJ25096.1	299	Smittium culicis	>OMJ25096.1 Peroxisomal membrane protein PMP47B [Smittium culicis]	N/A	176	5.00E-50	35.4	167/291	19/291	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	39	XP_040721897.1	315	Protomyces lactucae-debilis	>XP_040721897.1 mitochondrial carrier domain-containing protein [Protomyces lactucae-debilis]	N/A	176	6.00E-50	35.62	163/292	14/292	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	40	KAJ9089701.1	330	Entomophthora muscae	>KAJ9089701.1 hypothetical protein DSO57_1010198 [Entomophthora muscae]	N/A	176	9.00E-50	34.93	169/292	14/292	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	41	OMJ07214.1	299	Smittium culicis	>OMJ07214.1 Peroxisomal membrane protein PMP47B [Smittium culicis]	N/A	174	2.00E-49	35.4	166/291	19/291	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	42	KAH9854946.1	319	Lenzites betulinus	>KAH9854946.1 mitochondrial carrier [Lenzites betulinus]	N/A	174	2.00E-49	33.77	162/305	34/305	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	43	KAJ2372766.1	308	Coemansia sp. RSA 2607	>KAJ2372766.1 hypothetical protein IW150_003955 [Coemansia sp. RSA 2607]	N/A	174	2.00E-49	36.88	161/282	21/282	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	44	KAJ2848958.1	308	Coemansia brasiliensis	>KAJ2848958.1 hypothetical protein IWW36_002974 [Coemansia brasiliensis]	N/A	173	4.00E-49	35.61	161/278	13/278	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	44	KAJ2848958.1	308	Coemansia brasiliensis	>KAJ2848958.1 hypothetical protein IWW36_002974 [Coemansia brasiliensis]	N/A	65.5	6.00E-09	25.77	91/194	16/194	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	45	GBB83902.1	302	Rhizophagus clarus	>GBB83902.1 hypothetical protein RclHR1_10560012 [Rhizophagus clarus]	N/A	173	5.00E-49	33.22	168/307	16/307	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	46	KAI0326702.1	321	Cubamyces sp. BRFM 1775	>KAI0326702.1 mitochondrial carrier [Cubamyces sp. BRFM 1775]	N/A	173	5.00E-49	35.06	165/308	34/308	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	47	PKY38941.1	319	Rhizophagus irregularis	>PKY38941.1 mitochondrial carrier [Rhizophagus irregularis]	N/A	173	6.00E-49	33.66	169/306	16/306	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	48	XP_047776520.1	310	Rhodofomes roseus	>XP_047776520.1 mitochondrial carrier [Rhodofomes roseus]	N/A	173	6.00E-49	34.21	166/304	28/304	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	49	KAJ2451823.1	308	Coemansia sp. RSA 2336	>KAJ2451823.1 hypothetical protein EV183_003351 [Coemansia sp. RSA 2336]	N/A	173	6.00E-49	35.61	161/278	13/278	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	50	KAJ1720219.1	308	Coemansia erecta	>KAJ1720219.1 hypothetical protein LPJ53_005123 [Coemansia erecta]	N/A	173	7.00E-49	35.61	158/278	13/278	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	51	KAI0638575.1	317	Trametes polyzona	>KAI0638575.1 mitochondrial carrier [Trametes polyzona]	N/A	173	7.00E-49	33.88	166/304	30/304	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	52	MCJ1433892.1	323	Xylographa pallens	>MCJ1433892.1 hypothetical protein [Xylographa pallens]	N/A	173	7.00E-49	35.02	169/297	26/297	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	53	MCJ1285341.1	323	Xylographa opegraphella	>MCJ1285341.1 hypothetical protein [Xylographa opegraphella]	N/A	173	8.00E-49	35.02	169/297	26/297	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	54	KXN68823.1	301	Conidiobolus coronatus	">KXN68823.1 peroxisomal membrane protein PMP47B, partial [Conidiobolus coronatus"	N/A	172	9.00E-49	35.93	161/295	19/295	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	55	KAJ2784075.1	308	Coemansia interrupta	>KAJ2784075.1 hypothetical protein GGI15_002366 [Coemansia interrupta]	N/A	172	1.00E-48	35.61	158/278	13/278	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	56	RGB34586.1	319	Rhizophagus	>RGB34586.1 mitochondrial carrier domain-containing protein [Rhizophagus	N/A	172	1.00E-48	33.66	169/306	16/306	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	57	KAJ2366957.1	308	Coemansia sp. RSA 2610	>KAJ2366957.1 hypothetical protein H4S01_002418 [Coemansia sp. RSA 2610]	N/A	172	2.00E-48	36.2	162/279	15/279	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	58	XP_018737678.1	299	Sugiyamaella lignohabitans	>XP_018737678.1 Yia6p [Sugiyamaella lignohabitans]	N/A	172	2.00E-48	32.9	169/310	28/310	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	59	KAJ2098428.1	304	Coemansia sp. S142-1	>KAJ2098428.1 hypothetical protein GGI16_004284 [Coemansia sp. S142-1]	N/A	172	2.00E-48	36.79	166/280	21/280	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	60	KAI9472759.1	308	Coemansia mojavensis	>KAI9472759.1 mitochondrial carrier domain-containing protein [Coemansia mojavensis]	N/A	172	2.00E-48	35.61	161/278	13/278	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	61	KAJ2029335.1	304	Coemansia sp. S3946	>KAJ2029335.1 hypothetical protein H4S03_007453 [Coemansia sp. S3946]	N/A	172	2.00E-48	36.79	166/280	21/280	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	62	KIO12906.1	314	Pisolithus tinctorius	>KIO12906.1 hypothetical protein M404DRAFT_993876 [Pisolithus tinctorius	N/A	172	2.00E-48	33.78	163/296	26/296	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	63	KAJ2073197.1	304	Coemansia sp. S155-1	>KAJ2073197.1 hypothetical protein GGH13_002163 [Coemansia sp. S155-1]	N/A	171	2.00E-48	36.79	166/280	21/280	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	64	MCJ1415392.1	323	Xylographa parallela	>MCJ1415392.1 hypothetical protein [Xylographa parallela]	N/A	172	2.00E-48	35.02	168/297	26/297	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	65	CAB4386327.1	319	Rhizophagus irregularis	>CAB4386327.1 unnamed protein product [Rhizophagus irregularis]	N/A	172	2.00E-48	33.33	169/306	16/306	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	66	KAJ2487122.1	309	Coemansia sp. RSA 2320	>KAJ2487122.1 hypothetical protein EV174_000734 [Coemansia sp. RSA 2320]	N/A	171	2.00E-48	36.75	164/283	22/283	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	67	KAJ2018815.1	304	Coemansia sp. S680	>KAJ2018815.1 hypothetical protein GGI14_002024 [Coemansia sp. S680]	N/A	171	2.00E-48	36.07	164/280	21/280	Query	Subject	Fungal
Structural	PMP34	O43808_blastp_results.txt	O43808	68	CAG8511488.1	468	Gigaspora rosea	">CAG8511488.1 12477_t:CDS:10, partial [Gigaspora rosea]"	N/A	176	2.00E-48	35.88	165/301	21/301	Query	Subject	Fungal
